"year","activity","employment","output"
2009,"CNST_main_xxx",23,3690346
2009,"CNST_nres_xxx",41,6542617
2009,"CNST_offc_off",72,0
2009,"CNST_othr_xxx",50,8729002
2009,"CNST_res_xxx",27,6740919
2009,"ENGY_elec_hi",5,8621277
2009,"ENGY_ngas_hi",1,3603146
2009,"ENGY_offc_off",25,0
2009,"ENGY_ptrl_hi",9,4631318
2009,"ENT_ent_ret",79,3571715
2009,"FIRE_fnin_off",150,31902799
2009,"FIRE_real_off",139,15446998
2009,"GOV_admn_gov",102,19036837
2009,"GOV_offc_off",163,0
2009,"HIED_hied_off_inst",80,4569757
2009,"HLTH_care_inst",68,3849533
2009,"HLTH_hosp_hosp",89,12295008
2009,"HLTH_othr_off_li",151,18144155
2009,"HOSP_acc_acc",36,3539955
2009,"HOSP_eat_ret_acc",219,12374280
2009,"INFO_info_off",48,0
2009,"INFO_info_off_li",10,15239006
2009,"K12_k12_k12",168,12626084
2009,"K12_k12_off",57,0
2009,"MFG_food_hi",15,10829729
2009,"MFG_food_li",15,10829729
2009,"MFG_htec_hi",4,13063888
2009,"MFG_htec_li",3,13063888
2009,"MFG_hvtw_hi",23,14441531
2009,"MFG_hvtw_li",23,14441531
2009,"MFG_lvtw_hi",12,12978764
2009,"MFG_offc_off",147,0
2009,"MFG_wdppr_hi",26,11847956
2009,"RES_agmin_ag",98,16903898
2009,"RES_forst_log",8,2519145
2009,"RES_offc_off",63,0
2009,"RET_auto_ret",99,7439574
2009,"RET_nstor_off",46,2193797
2009,"RET_stor_off",57,0
2009,"RET_stor_ret",229,16026845
2009,"SERV_bus_off",173,14387505
2009,"SERV_home_xxx",55,456868
2009,"SERV_nonp_off_inst",133,9376816
2009,"SERV_site_li",67,5828887
2009,"SERV_stor_ret",81,5164733
2009,"SERV_tech_off",219,22817589
2009,"TRNS_trns_off",45,0
2009,"TRNS_trns_ware",67,14723200
2009,"UTL_othr_off",15,0
2009,"UTL_othr_off_li",18,8378149
2009,"WHSL_offc_off",28,0
2009,"WHSL_whsl_ware",86,19829593
2010,"CNST_main_xxx",21,3305802
2010,"CNST_nres_xxx",37,5667002
2010,"CNST_offc_off",66,0
2010,"CNST_othr_xxx",46,7560679
2010,"CNST_res_xxx",25,6480138
2010,"ENGY_elec_hi",5,8856550
2010,"ENGY_ngas_hi",1,3663257
2010,"ENGY_offc_off",24,0
2010,"ENGY_ptrl_hi",8,4738554
2010,"ENT_ent_ret",79,3581572
2010,"FIRE_fnin_off",147,31833993
2010,"FIRE_real_off",136,15531665
2010,"GOV_admn_gov",103,19139548
2010,"GOV_offc_off",164,0
2010,"HIED_hied_off_inst",81,4533886
2010,"HLTH_care_inst",70,3906428
2010,"HLTH_hosp_hosp",90,12475368
2010,"HLTH_othr_off_li",154,18409768
2010,"HOSP_acc_acc",36,3551396
2010,"HOSP_eat_ret_acc",218,12415381
2010,"INFO_info_off",47,0
2010,"INFO_info_off_li",10,15425260
2010,"K12_k12_k12",167,12292723
2010,"K12_k12_off",57,0
2010,"MFG_food_hi",15,11337772
2010,"MFG_food_li",15,11337772
2010,"MFG_htec_hi",4,13375255
2010,"MFG_htec_li",3,13375255
2010,"MFG_hvtw_hi",22,14521121
2010,"MFG_hvtw_li",22,14521121
2010,"MFG_lvtw_hi",11,13095482
2010,"MFG_offc_off",144,0
2010,"MFG_wdppr_hi",25,11313818
2010,"RES_agmin_ag",98,17479467
2010,"RES_forst_log",8,2599550
2010,"RES_offc_off",62,0
2010,"RET_auto_ret",98,7596404
2010,"RET_nstor_off",46,2279544
2010,"RET_stor_off",57,0
2010,"RET_stor_ret",228,16652572
2010,"SERV_bus_off",176,14444328
2010,"SERV_home_xxx",54,453333
2010,"SERV_nonp_off_inst",134,9313498
2010,"SERV_site_li",67,5856365
2010,"SERV_stor_ret",81,5146556
2010,"SERV_tech_off",220,23219697
2010,"TRNS_trns_off",45,0
2010,"TRNS_trns_ware",65,14985267
2010,"UTL_othr_off",15,0
2010,"UTL_othr_off_li",18,8524434
2010,"WHSL_offc_off",27,0
2010,"WHSL_whsl_ware",84,20279744
2011,"CNST_main_xxx",21,3324818
2011,"CNST_nres_xxx",38,5567242
2011,"CNST_offc_off",66,0
2011,"CNST_othr_xxx",46,7427993
2011,"CNST_res_xxx",25,6819295
2011,"ENGY_elec_hi",5,9160187
2011,"ENGY_ngas_hi",1,3833198
2011,"ENGY_offc_off",24,0
2011,"ENGY_ptrl_hi",9,4948812
2011,"ENT_ent_ret",80,3675190
2011,"FIRE_fnin_off",147,32093981
2011,"FIRE_real_off",135,15692495
2011,"GOV_admn_gov",101,19457260
2011,"GOV_offc_off",161,0
2011,"HIED_hied_off_inst",82,4579430
2011,"HLTH_care_inst",71,4019887
2011,"HLTH_hosp_hosp",92,12836479
2011,"HLTH_othr_off_li",157,18942160
2011,"HOSP_acc_acc",36,3642449
2011,"HOSP_eat_ret_acc",222,12750824
2011,"INFO_info_off",47,0
2011,"INFO_info_off_li",10,15668917
2011,"K12_k12_k12",166,12142987
2011,"K12_k12_off",57,0
2011,"MFG_food_hi",15,11835604
2011,"MFG_food_li",15,11835604
2011,"MFG_htec_hi",4,13708730
2011,"MFG_htec_li",3,13708730
2011,"MFG_hvtw_hi",23,15373799
2011,"MFG_hvtw_li",23,15373799
2011,"MFG_lvtw_hi",12,13891119
2011,"MFG_offc_off",148,0
2011,"MFG_wdppr_hi",25,11137136
2011,"RES_agmin_ag",102,18200118
2011,"RES_forst_log",8,2775096
2011,"RES_offc_off",64,0
2011,"RET_auto_ret",99,7859431
2011,"RET_nstor_off",46,2394413
2011,"RET_stor_off",57,0
2011,"RET_stor_ret",230,17502001
2011,"SERV_bus_off",184,14703021
2011,"SERV_home_xxx",55,460958
2011,"SERV_nonp_off_inst",136,9475501
2011,"SERV_site_li",68,5952674
2011,"SERV_stor_ret",82,5234255
2011,"SERV_tech_off",226,23786417
2011,"TRNS_trns_off",46,0
2011,"TRNS_trns_ware",67,15290773
2011,"UTL_othr_off",15,0
2011,"UTL_othr_off_li",18,8686255
2011,"WHSL_offc_off",27,0
2011,"WHSL_whsl_ware",85,21152974
2012,"CNST_main_xxx",21,3361807
2012,"CNST_nres_xxx",38,5491101
2012,"CNST_offc_off",67,0
2012,"CNST_othr_xxx",46,7326271
2012,"CNST_res_xxx",25,7209679
2012,"ENGY_elec_hi",5,9540366
2012,"ENGY_ngas_hi",1,4025545
2012,"ENGY_offc_off",25,0
2012,"ENGY_ptrl_hi",9,5079257
2012,"ENT_ent_ret",82,3778900
2012,"FIRE_fnin_off",149,32468910
2012,"FIRE_real_off",137,15805392
2012,"GOV_admn_gov",101,19904659
2012,"GOV_offc_off",161,0
2012,"HIED_hied_off_inst",82,4624228
2012,"HLTH_care_inst",73,4123178
2012,"HLTH_hosp_hosp",94,13169836
2012,"HLTH_othr_off_li",161,19435505
2012,"HOSP_acc_acc",37,3748884
2012,"HOSP_eat_ret_acc",227,13139690
2012,"INFO_info_off",47,0
2012,"INFO_info_off_li",10,15671705
2012,"K12_k12_k12",163,12188717
2012,"K12_k12_off",56,0
2012,"MFG_food_hi",16,12091010
2012,"MFG_food_li",16,12091010
2012,"MFG_htec_hi",4,14850910
2012,"MFG_htec_li",4,14850910
2012,"MFG_hvtw_hi",23,16253758
2012,"MFG_hvtw_li",24,16253758
2012,"MFG_lvtw_hi",12,14571398
2012,"MFG_offc_off",152,0
2012,"MFG_wdppr_hi",26,11115498
2012,"RES_agmin_ag",103,19224478
2012,"RES_forst_log",9,2792537
2012,"RES_offc_off",66,0
2012,"RET_auto_ret",101,8080344
2012,"RET_nstor_off",47,2473244
2012,"RET_stor_off",58,0
2012,"RET_stor_ret",233,18152725
2012,"SERV_bus_off",190,15143537
2012,"SERV_home_xxx",56,476072
2012,"SERV_nonp_off_inst",138,9773899
2012,"SERV_site_li",71,6068884
2012,"SERV_stor_ret",83,5375613
2012,"SERV_tech_off",233,24749920
2012,"TRNS_trns_off",47,0
2012,"TRNS_trns_ware",69,15506384
2012,"UTL_othr_off",15,0
2012,"UTL_othr_off_li",18,8899437
2012,"WHSL_offc_off",28,0
2012,"WHSL_whsl_ware",88,21700244
2013,"CNST_main_xxx",22,3567525
2013,"CNST_nres_xxx",40,5658816
2013,"CNST_offc_off",71,0
2013,"CNST_othr_xxx",49,7549258
2013,"CNST_res_xxx",27,8033789
2013,"ENGY_elec_hi",5,9975490
2013,"ENGY_ngas_hi",1,4280213
2013,"ENGY_offc_off",25,0
2013,"ENGY_ptrl_hi",9,5256153
2013,"ENT_ent_ret",84,3937571
2013,"FIRE_fnin_off",152,33719606
2013,"FIRE_real_off",141,16273133
2013,"GOV_admn_gov",100,20131807
2013,"GOV_offc_off",160,0
2013,"HIED_hied_off_inst",81,4776353
2013,"HLTH_care_inst",74,4259507
2013,"HLTH_hosp_hosp",96,13597288
2013,"HLTH_othr_off_li",164,20063085
2013,"HOSP_acc_acc",38,3866645
2013,"HOSP_eat_ret_acc",232,13592685
2013,"INFO_info_off",48,0
2013,"INFO_info_off_li",10,16190834
2013,"K12_k12_k12",163,12616783
2013,"K12_k12_off",56,0
2013,"MFG_food_hi",16,12296859
2013,"MFG_food_li",16,12296859
2013,"MFG_htec_hi",4,16051741
2013,"MFG_htec_li",4,16051741
2013,"MFG_hvtw_hi",24,17101269
2013,"MFG_hvtw_li",24,17101269
2013,"MFG_lvtw_hi",12,15003029
2013,"MFG_offc_off",156,0
2013,"MFG_wdppr_hi",29,11398247
2013,"RES_agmin_ag",104,19925411
2013,"RES_forst_log",9,2680755
2013,"RES_offc_off",66,0
2013,"RET_auto_ret",103,8313749
2013,"RET_nstor_off",48,2536872
2013,"RET_stor_off",59,0
2013,"RET_stor_ret",237,18648749
2013,"SERV_bus_off",198,15689983
2013,"SERV_home_xxx",57,493116
2013,"SERV_nonp_off_inst",141,10132713
2013,"SERV_site_li",74,6199270
2013,"SERV_stor_ret",85,5556156
2013,"SERV_tech_off",240,25406092
2013,"TRNS_trns_off",49,0
2013,"TRNS_trns_ware",72,15968018
2013,"UTL_othr_off",16,0
2013,"UTL_othr_off_li",19,9098846
2013,"WHSL_offc_off",29,0
2013,"WHSL_whsl_ware",90,22453770
2014,"CNST_main_xxx",25,3886227
2014,"CNST_nres_xxx",44,6133275
2014,"CNST_offc_off",78,0
2014,"CNST_othr_xxx",53,8181849
2014,"CNST_res_xxx",29,8822009
2014,"ENGY_elec_hi",5,10411644
2014,"ENGY_ngas_hi",1,4520142
2014,"ENGY_offc_off",26,0
2014,"ENGY_ptrl_hi",9,5460113
2014,"ENT_ent_ret",84,4147392
2014,"FIRE_fnin_off",152,34807112
2014,"FIRE_real_off",142,16691033
2014,"GOV_admn_gov",100,20492541
2014,"GOV_offc_off",160,0
2014,"HIED_hied_off_inst",81,4965328
2014,"HLTH_care_inst",76,4468191
2014,"HLTH_hosp_hosp",99,14259260
2014,"HLTH_othr_off_li",168,21038142
2014,"HOSP_acc_acc",38,4007762
2014,"HOSP_eat_ret_acc",235,14135965
2014,"INFO_info_off",48,0
2014,"INFO_info_off_li",10,16637219
2014,"K12_k12_k12",164,13148142
2014,"K12_k12_off",56,0
2014,"MFG_food_hi",16,12578020
2014,"MFG_food_li",16,12578020
2014,"MFG_htec_hi",4,16780958
2014,"MFG_htec_li",4,16780958
2014,"MFG_hvtw_hi",24,17917289
2014,"MFG_hvtw_li",25,17917289
2014,"MFG_lvtw_hi",12,15245761
2014,"MFG_offc_off",159,0
2014,"MFG_wdppr_hi",30,11912807
2014,"RES_agmin_ag",102,20544289
2014,"RES_forst_log",10,2677037
2014,"RES_offc_off",66,0
2014,"RET_auto_ret",104,8575834
2014,"RET_nstor_off",49,2591543
2014,"RET_stor_off",60,0
2014,"RET_stor_ret",240,19084353
2014,"SERV_bus_off",210,16476097
2014,"SERV_home_xxx",57,511360
2014,"SERV_nonp_off_inst",143,10509242
2014,"SERV_site_li",77,6386178
2014,"SERV_stor_ret",86,5743891
2014,"SERV_tech_off",253,26040719
2014,"TRNS_trns_off",50,0
2014,"TRNS_trns_ware",74,16414232
2014,"UTL_othr_off",16,0
2014,"UTL_othr_off_li",19,9334125
2014,"WHSL_offc_off",30,0
2014,"WHSL_whsl_ware",92,23313244
2015,"CNST_main_xxx",27,4136788
2015,"CNST_nres_xxx",48,6612065
2015,"CNST_offc_off",84,0
2015,"CNST_othr_xxx",58,8820583
2015,"CNST_res_xxx",32,9200882
2015,"ENGY_elec_hi",5,10865392
2015,"ENGY_ngas_hi",1,4755396
2015,"ENGY_offc_off",26,0
2015,"ENGY_ptrl_hi",9,5640712
2015,"ENT_ent_ret",84,4306752
2015,"FIRE_fnin_off",153,35948132
2015,"FIRE_real_off",144,17056428
2015,"GOV_admn_gov",101,20946866
2015,"GOV_offc_off",160,0
2015,"HIED_hied_off_inst",81,5172518
2015,"HLTH_care_inst",78,4665612
2015,"HLTH_hosp_hosp",101,14887546
2015,"HLTH_othr_off_li",172,21964412
2015,"HOSP_acc_acc",38,4134968
2015,"HOSP_eat_ret_acc",236,14612002
2015,"INFO_info_off",49,0
2015,"INFO_info_off_li",10,17029144
2015,"K12_k12_k12",163,13693142
2015,"K12_k12_off",56,0
2015,"MFG_food_hi",16,12892413
2015,"MFG_food_li",16,12892413
2015,"MFG_htec_hi",4,17920666
2015,"MFG_htec_li",4,17920666
2015,"MFG_hvtw_hi",25,18637278
2015,"MFG_hvtw_li",25,18637278
2015,"MFG_lvtw_hi",12,15534053
2015,"MFG_offc_off",161,0
2015,"MFG_wdppr_hi",32,12491374
2015,"RES_agmin_ag",101,21113339
2015,"RES_forst_log",10,2744217
2015,"RES_offc_off",64,0
2015,"RET_auto_ret",104,8879238
2015,"RET_nstor_off",49,2661516
2015,"RET_stor_off",60,0
2015,"RET_stor_ret",243,19654434
2015,"SERV_bus_off",221,17370817
2015,"SERV_home_xxx",58,530918
2015,"SERV_nonp_off_inst",146,10906417
2015,"SERV_site_li",80,6578465
2015,"SERV_stor_ret",87,5937651
2015,"SERV_tech_off",263,27057248
2015,"TRNS_trns_off",51,0
2015,"TRNS_trns_ware",75,16798558
2015,"UTL_othr_off",16,0
2015,"UTL_othr_off_li",19,9586388
2015,"WHSL_offc_off",30,0
2015,"WHSL_whsl_ware",94,24073085
2016,"CNST_main_xxx",28,4247422
2016,"CNST_nres_xxx",50,6864993
2016,"CNST_offc_off",88,0
2016,"CNST_othr_xxx",60,9158013
2016,"CNST_res_xxx",33,9273571
2016,"ENGY_elec_hi",5,11262576
2016,"ENGY_ngas_hi",1,4974366
2016,"ENGY_offc_off",26,0
2016,"ENGY_ptrl_hi",10,5804332
2016,"ENT_ent_ret",84,4430468
2016,"FIRE_fnin_off",153,37026835
2016,"FIRE_real_off",145,17452033
2016,"GOV_admn_gov",101,21350465
2016,"GOV_offc_off",161,0
2016,"HIED_hied_off_inst",82,5366718
2016,"HLTH_care_inst",80,4832496
2016,"HLTH_hosp_hosp",104,15424298
2016,"HLTH_othr_off_li",177,22758029
2016,"HOSP_acc_acc",38,4246573
2016,"HOSP_eat_ret_acc",237,15027711
2016,"INFO_info_off",50,0
2016,"INFO_info_off_li",10,17438632
2016,"K12_k12_k12",164,14209755
2016,"K12_k12_off",56,0
2016,"MFG_food_hi",16,13167247
2016,"MFG_food_li",16,13167247
2016,"MFG_htec_hi",4,19178866
2016,"MFG_htec_li",4,19178866
2016,"MFG_hvtw_hi",25,19258233
2016,"MFG_hvtw_li",25,19258233
2016,"MFG_lvtw_hi",12,15875229
2016,"MFG_offc_off",163,0
2016,"MFG_wdppr_hi",32,12818989
2016,"RES_agmin_ag",99,21736728
2016,"RES_forst_log",9,2839080
2016,"RES_offc_off",64,0
2016,"RET_auto_ret",105,9210594
2016,"RET_nstor_off",50,2749790
2016,"RET_stor_off",61,0
2016,"RET_stor_ret",246,20367449
2016,"SERV_bus_off",231,18020276
2016,"SERV_home_xxx",58,547740
2016,"SERV_nonp_off_inst",148,11236621
2016,"SERV_site_li",83,6709649
2016,"SERV_stor_ret",88,6103903
2016,"SERV_tech_off",271,28175375
2016,"TRNS_trns_off",53,0
2016,"TRNS_trns_ware",77,17168975
2016,"UTL_othr_off",16,0
2016,"UTL_othr_off_li",20,9771836
2016,"WHSL_offc_off",31,0
2016,"WHSL_whsl_ware",95,24763468
2017,"CNST_main_xxx",28,4303946
2017,"CNST_nres_xxx",51,6995852
2017,"CNST_offc_off",90,0
2017,"CNST_othr_xxx",62,9332454
2017,"CNST_res_xxx",34,9306887
2017,"ENGY_elec_hi",5,11688226
2017,"ENGY_ngas_hi",1,5206728
2017,"ENGY_offc_off",26,0
2017,"ENGY_ptrl_hi",10,5975803
2017,"ENT_ent_ret",84,4537734
2017,"FIRE_fnin_off",154,38092742
2017,"FIRE_real_off",146,17884891
2017,"GOV_admn_gov",101,21741822
2017,"GOV_offc_off",162,0
2017,"HIED_hied_off_inst",82,5547471
2017,"HLTH_care_inst",82,5007002
2017,"HLTH_hosp_hosp",107,15977935
2017,"HLTH_othr_off_li",181,23573546
2017,"HOSP_acc_acc",38,4338811
2017,"HOSP_eat_ret_acc",237,15359794
2017,"INFO_info_off",51,0
2017,"INFO_info_off_li",10,17900756
2017,"K12_k12_k12",165,14682136
2017,"K12_k12_off",56,0
2017,"MFG_food_hi",16,13415456
2017,"MFG_food_li",16,13415456
2017,"MFG_htec_hi",4,20632888
2017,"MFG_htec_li",4,20632888
2017,"MFG_hvtw_hi",25,19972585
2017,"MFG_hvtw_li",25,19972585
2017,"MFG_lvtw_hi",13,16302017
2017,"MFG_offc_off",164,0
2017,"MFG_wdppr_hi",32,12956895
2017,"RES_agmin_ag",97,22332110
2017,"RES_forst_log",9,2925116
2017,"RES_offc_off",62,0
2017,"RET_auto_ret",105,9566238
2017,"RET_nstor_off",51,2830560
2017,"RET_stor_off",62,0
2017,"RET_stor_ret",249,21013275
2017,"SERV_bus_off",240,18634967
2017,"SERV_home_xxx",58,563999
2017,"SERV_nonp_off_inst",151,11570682
2017,"SERV_site_li",85,6846091
2017,"SERV_stor_ret",90,6273479
2017,"SERV_tech_off",277,29201274
2017,"TRNS_trns_off",54,0
2017,"TRNS_trns_ware",79,17577103
2017,"UTL_othr_off",17,0
2017,"UTL_othr_off_li",20,9981557
2017,"WHSL_offc_off",31,0
2017,"WHSL_whsl_ware",97,25487854
2018,"CNST_main_xxx",29,4353325
2018,"CNST_nres_xxx",52,7102007
2018,"CNST_offc_off",91,0
2018,"CNST_othr_xxx",63,9474105
2018,"CNST_res_xxx",35,9354691
2018,"ENGY_elec_hi",5,12127515
2018,"ENGY_ngas_hi",1,5435935
2018,"ENGY_offc_off",27,0
2018,"ENGY_ptrl_hi",10,6143306
2018,"ENT_ent_ret",84,4649487
2018,"FIRE_fnin_off",154,39338840
2018,"FIRE_real_off",147,18404431
2018,"GOV_admn_gov",102,22116638
2018,"GOV_offc_off",163,0
2018,"HIED_hied_off_inst",82,5732149
2018,"HLTH_care_inst",84,5178679
2018,"HLTH_hosp_hosp",109,16521240
2018,"HLTH_othr_off_li",185,24373291
2018,"HOSP_acc_acc",38,4429560
2018,"HOSP_eat_ret_acc",236,15690892
2018,"INFO_info_off",51,0
2018,"INFO_info_off_li",10,18326583
2018,"K12_k12_k12",166,15148515
2018,"K12_k12_off",57,0
2018,"MFG_food_hi",16,13650833
2018,"MFG_food_li",16,13650833
2018,"MFG_htec_hi",4,22333381
2018,"MFG_htec_li",4,22333381
2018,"MFG_hvtw_hi",25,20789091
2018,"MFG_hvtw_li",26,20789091
2018,"MFG_lvtw_hi",13,16694876
2018,"MFG_offc_off",167,0
2018,"MFG_wdppr_hi",32,13081673
2018,"RES_agmin_ag",95,22931371
2018,"RES_forst_log",9,2999857
2018,"RES_offc_off",61,0
2018,"RET_auto_ret",105,9917040
2018,"RET_nstor_off",51,2906702
2018,"RET_stor_off",62,0
2018,"RET_stor_ret",251,21622432
2018,"SERV_bus_off",248,19234414
2018,"SERV_home_xxx",58,580607
2018,"SERV_nonp_off_inst",153,11913084
2018,"SERV_site_li",87,6986160
2018,"SERV_stor_ret",91,6449477
2018,"SERV_tech_off",282,30061004
2018,"TRNS_trns_off",55,0
2018,"TRNS_trns_ware",80,17987182
2018,"UTL_othr_off",17,0
2018,"UTL_othr_off_li",21,10208916
2018,"WHSL_offc_off",32,0
2018,"WHSL_whsl_ware",98,26195931
2019,"CNST_main_xxx",29,4407476
2019,"CNST_nres_xxx",52,7203568
2019,"CNST_offc_off",93,0
2019,"CNST_othr_xxx",64,9609605
2019,"CNST_res_xxx",35,9440942
2019,"ENGY_elec_hi",5,12540109
2019,"ENGY_ngas_hi",1,5637230
2019,"ENGY_offc_off",27,0
2019,"ENGY_ptrl_hi",10,6321180
2019,"ENT_ent_ret",84,4758584
2019,"FIRE_fnin_off",154,40316785
2019,"FIRE_real_off",147,18879531
2019,"GOV_admn_gov",102,22516916
2019,"GOV_offc_off",164,0
2019,"HIED_hied_off_inst",83,5933900
2019,"HLTH_care_inst",86,5371760
2019,"HLTH_hosp_hosp",111,17129991
2019,"HLTH_othr_off_li",189,25268438
2019,"HOSP_acc_acc",38,4522036
2019,"HOSP_eat_ret_acc",236,16027020
2019,"INFO_info_off",52,0
2019,"INFO_info_off_li",11,18752438
2019,"K12_k12_k12",166,15649068
2019,"K12_k12_off",57,0
2019,"MFG_food_hi",16,13964466
2019,"MFG_food_li",16,13964466
2019,"MFG_htec_hi",4,23880247
2019,"MFG_htec_li",4,23880247
2019,"MFG_hvtw_hi",25,21610488
2019,"MFG_hvtw_li",26,21610488
2019,"MFG_lvtw_hi",13,17036007
2019,"MFG_offc_off",168,0
2019,"MFG_wdppr_hi",32,13286514
2019,"RES_agmin_ag",94,23497893
2019,"RES_forst_log",9,3058602
2019,"RES_offc_off",60,0
2019,"RET_auto_ret",105,10248826
2019,"RET_nstor_off",51,2981731
2019,"RET_stor_off",62,0
2019,"RET_stor_ret",251,22198510
2019,"SERV_bus_off",255,19881999
2019,"SERV_home_xxx",58,597979
2019,"SERV_nonp_off_inst",155,12276174
2019,"SERV_site_li",90,7136668
2019,"SERV_stor_ret",92,6632408
2019,"SERV_tech_off",289,30698673
2019,"TRNS_trns_off",55,0
2019,"TRNS_trns_ware",81,18438466
2019,"UTL_othr_off",17,0
2019,"UTL_othr_off_li",21,10441772
2019,"WHSL_offc_off",32,0
2019,"WHSL_whsl_ware",99,26948130
2020,"CNST_main_xxx",30,4461485
